,Place of interest,Type of place,Place address,Place distrit,Place neighborhood,Place description,Place transport,Place latitude,Place longitude,mercator place,BiciMAD station,Station location,Station latitude,Station longitude,Station base availability,Station Bikes Availability,mercator station,Distance Between BiciMAD station and Place of interest
192,Plaza Mayor de Barajas,Principales parques y jardines municipales,MAYOR DE BARAJAS,BARAJAS,CASCO H.BARAJAS,"Llamada por los vecinos Plaza Mayor de Barajas, encarna el canon de las plazas públicas renacentistas españolas mandadas construir bajo el reinado de Felipe II. Está constituida por un espacio cuadrangular limitado por cuatro galerías realizadas a base de columnas dóricas de granito que soportan las típicas zapatas de madera de nuestra arquitectura popular. Sobre ellas se encuentran antiguas casas de una altura, que logran una uniformidad poco habitual. En su centro se dispuso un jardín regular en forma radial compuesto por setos de aligustre, acacias y algunos cedros que rodean una fuente con una escultura de bronce. Completa este ajardinamiento una hilera de acacias alrededor, en las aceras, así como zonas de césped con prunos y flores.  (Extracto del libro Jardines de Madrid de Carmen Ariza)      Denominación anterior Plaza de los Hermanos Falcó y Álvarez de Toledo","Metro: Línea 8 (Barajas)  Bus: 101  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.4735113714068,-3.57805132010274,POINT (4505490.676480773 -398565.9931531572),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),8548.044556199915
193,Plaza de Murillo,Principales parques y jardines municipales,MURILLO,RETIRO,LOS JERONIMOS,"Plaza ubicada entre la fachada sur del Museo del Prado y el Real Jardín Botánico. Cuenta con un jardín central dividido por setos en cuatro zonas, una arboleda y una estatua en el centro, homenaje al pintor sevillano Bartolomé Esteban Murillo. La estatua de bronce fue realizada en el año 1859 por el escultor Sabino Medina y Peñas y el pedestal de piedra es del arquitecto González Pescador.","Metro: línea 1 (Atocha)  Bus: 10,14, 27, 34, 37, 45  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41290521872114,-3.692004931820884,POINT (4498744.030424866 -411276.8255215235),Espalter,Calle Espalter nº 1,40.4128372,-3.6912023,disponible,7,POINT (4498736.458615463 -411187.2911779323),89.85394248410067
194,Plaza de la Lealtad,Principales parques y jardines municipales,PLAZA DE LA LEALTAD,RETIRO,,"Pequeño jardín muy cercano al Paseo del Prado y rodeado de edificios tan emblemáticos como la Bolsa de Madrid y el Hotel Ritz. A pesar de su tamaño, esta plaza alberga gran cantidad de especies vegetales entre las que destacan un gran arce sacarino, un madroño centenario y un cornejo de nueve metros de altura. En el centro está el monumento a los Caídos o Héroes del 2 de mayo de 1808, con su llama votiva siempre encendida. También conocido por la mayoría de los madrileños como el monumento al soldado desconocido.","Metro: línea 1 (Atocha), línea 2 (Banco de España) Bus: 10, 14,27,34,37,45  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41687551533723,-3.6934169057776662,POINT (4499186.001822467 -411434.332756798),Cibeles,Plaza Cibeles,40.4186516,-3.6933498,disponible,6,POINT (4499383.714662732 -411426.8470284207),197.8545004159848
195,Quinta de Torre Arias,Principales parques y jardines municipales,ALCALA,SAN BLAS-CANILLEJAS,EL SALVADOR,"La finca de Torre Arias tiene 17 hectáreas de superficie en la que destacan sus impresionantes Jardines donde se pueden encontrar hasta 51 especies diferentes de árboles, algunos excepcionales como una encina con más de 300 años, algunos almendros y pinos y cedros en gran cantidad. Ha pertenecido a la aristocracia madrileña desde el año 1600 hasta la actualidad. Su última propietaria Tatiana Pérez de Guzmán el Bueno, firmó junto a su marido, el 15 julio de 1986 un convenio mediante el cual donaba la finca al Ayuntamiento de Madrid. A su fallecimiento, la totalidad del ámbito ha pasado a ser, por tanto, de propiedad municipal. El Ayuntamiento de Madrid organiza visitas guiadas por educadores ambientales, por caminos habilitados que no ofrezcan peligro para el visitante y para grupos de un máximo de 25 personas. Se compatibilizarán con los trabajos de recuperación de los Jardines, según los criterios históricos de los mismos, que se seguirán realizando en el parque. En cuanto al recinto del palacio que se encuentra en la finca, permanece cerrado, y no es visitable, pues sus condiciones estructurables así lo aconsejan.","Metro: Torre Arias (línea 5) Bus: 104, 77, 140, 153.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.44338594570844,-3.618251375165413,POINT (4502137.129432101 -403049.8817532551),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),2958.7731082192204
196,Quinta de la Fuente del Berro,Principales parques y jardines municipales,ENRIQUE D'ALMONTE,SALAMANCA,FUENTE DEL BERRO,"Jardín histórico del siglo XVII que pasa a ser propiedad municipal en 1954. El jardín de la Quinta de la Fuente del Berro dispone de espléndidos ejemplares arbóreos y arbustivos, así como de elementos singulares de gran valor, como es el monumento de la Fuente del Berro cuyas aguas en sus orígenes proveyeron a la casa real.    Se inscribe dentro de las villas suburbanas de huerta jardín del XVIII y el XIX y su estilo es básicamente paisajista. Tiene en la actualidad 6 puertas: 2 al oeste que conectan el jardín con la colonia de la Fuente del Berro, 3 al norte que lo comunican con el parque de Sancho Dávila y 1 al sur en la C/ O&amp;acute;Donnell.","Metro: O'Donnell (linea 6) Autobuses: 2, 56, 69, 71, 143, 15, 28  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42299730556785,-3.662521363003179,POINT (4499867.476393682 -407987.9583274556),Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,40.4250833,-3.6615277,disponible,9,POINT (4500099.688231667 -407877.1179508124),257.30901032534683
197,Rosaleda de Madrid. Parque del Oeste,Principales parques y jardines municipales,ROSALEDA,MONCLOA-ARAVACA,CASA DE CAMPO,"Esta Rosaleda fue creada en el año 1955. Su inspirador fue el Director de Parques y Jardines de Madrid en aquella época, Don Ramón Ortiz Ferré, de quien lleva el nombre.    En 2006 la Rosaleda fue galardonada por la Word Federation of Rose Societies con el &amp;ldquo;Award of Garden Excellence&amp;rdquo;, reconociéndola como una de las Rosaledas excepcionales entre las de todo el mundo. Está situada en un espacio de unos 32.000 m2  dentro del Parque del Oeste de Madrid. Esta zona plana, a modo de una terraza, fue acondicionada con los medios de la época (es decir, sin la asistencia de ningún tipo de maquinaria de movimiento de tierras) en una ladera con fuerte pendiente de dicho parque, orientada al SO. En total en esta Rosaleda se encuentran plantados unos 20.000 rosales, que corresponden a más de 650 variedades diferentes de rosales modernos (400 de porte bajo y el resto de trepadores, llorones, pie alto, etc...). La disposición del jardín de rosas es totalmente regular y simétrica. Todos los años se celebra en esta Rosaleda el Concurso Popular Rosa de Madrid y el Concurso Internacional de Rosas Nuevas Villa de Madrid con la participación de rosales de todo el mundo. A ambos lados de su entrada principal se disponen las platabandas de las variedades premiadas en anteriores ediciones del Concurso Internacional de Rosas Nuevas de la Villa de Madrid.. Las platabandas en aspa albergan los rosales de concurso de la edición del año en curso. El resto de la superficie se encuentra dividida en parcelas que sirven de asiento a las variedades que constituyen el fondo de exposición de la Rosaleda. En la Rosaleda de Madrid existen representaciones de las más importantes variedades de obtentores de todo el mundo. Asimismo tiene una importante representación de variedades de rosales españoles y además de servir de soporte a tan relevante colección, sirve como parcela de ensayo para ver el comportamiento de dichos rosales en nuestras latitudes.     Otras denominaciones  Rosaleda &amp;ldquo;Ramón Ortiz&amp;rdquo;. Parque del Oeste Rosaleda del Parque del Oeste","Transporte más próximo Bus: 41, 46, 75   También puedes acceder desde metro:   Arg&amp;uuml;elles   Príncipe Pío",40.42633204176242,-3.722298777408928,POINT (4500238.697528793 -414656.192163798),Pintor Rosales,Paseo del Pintor Rosales frente al nº 38,40.427657,-3.7205129,disponible,12,POINT (4500386.191205122 -414456.9691261234),247.87941281468787
198,Vivero Estufas de El Retiro,Principales parques y jardines municipales,ANGEL CAIDO,RETIRO,LOS JERONIMOS,"Recinto construido en 1889 para albergar diversas estufas (invernaderos) dispersos por el parque, además de otras instalaciones de cultivo, tales como cajoneras, umbráculos y platabandas. El recinto albergaba también los talleres municipales, responsables de los trabajos de albañilería, carpintería, cerrajería y fontanería necesarios para los Parques y Jardines de Madrid.  El vivero posee una colección de 19 invernaderos antiguos únicos en la España, además de 4 invernaderos de diseño moderno. Se conservan en el recinto otras instalaciones como cajoneras y calderas antiguas, además de una colección de aperos e instrumentos de cultivo que está expuesta en uno de los invernaderos antiguos.  Con una superficie de 3,97 Ha cuenta entre sus instalaciones: invernaderos, umbráculos y zonas de cultivo exteriores. Con una producción anual de 800.000 plantas de temporada con destino a las distintas zonas verdes municipales, se realizan al año, 700 servicios de adornos municipales y ensayos de evaluación de novedades de plantas de temporada y vivaces. Otras denominaciones: Viveros Municipales","Metro: Atocha (línea 1), Ibiza (línea 9) Bus: 26, 63 , 152, C1, C2  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.409899256936335,-3.682330548795712,POINT (4498409.408289636 -410197.6442728437),Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,40.4082805,-3.6784838,disponible,3,POINT (4498229.209091766 -409768.5411851413),465.4043519230716
199,Vivero de la Casa de Campo,Principales parques y jardines municipales,AZUL,MONCLOA-ARAVACA,CASA DE CAMPO,"La primera noticia documental la tenemos en 1805 durante el reinado de Carlos IV, como propiedad regia para dar respuesta a todas la solicitudes de planta procedentes de las Reales propiedades. Con posterioridad se atenderá también a la Villa de Madrid. La propiedad del vivero pasa a los madrileños en 1931.  En la actualidad dedica su producción a la creciente necesidad de arbolado y arbustos del municipio, cuya superficie ajardinada en conservación se incrementa cada año. Situado en zona de ribera, el Vivero de la Casa de Campo tiene una superficie de 18,39 Ha en la que se cultivan fundamentalmente árboles y arbustos leñosos destinados a las zonas verdes del municipio de Madrid. En los Viveros de la Casa de Campo se realizan visitas guiadas para el público en general, grupos formativos y asociaciones.","Metro: Príncipe Pío (líneas 6 y 10 y ramal), Lago (línea 10)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41984158690351,-3.7286969080235455,POINT (4499516.183398882 -415369.9370911405),Puerta del Ángel,Plaza Puerta del Ángel nº 4,40.413764,-3.728318,disponible,16,POINT (4498839.629519532 -415327.6677751078),677.8730314313885
200,Vivero municipal de Migas Calientes,Principales parques y jardines municipales,M-30,MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,Centro de producción donde se realiza el cultivo de árboles en tierra.  Historia del vivero Migas Calientes  Se trata de una finca siempre vinculada a la corona y a la nobleza madrileña. Hasta 1774 se localizó en esta finca el Real Jardín Botánico.  Otras denominaciones:    Viveros de la Villa. Vivero de Puerta de Hierro.,,40.445355536117184,-3.7399742609916697,POINT (4502356.383233474 -416627.9974384935),INEF,Avenida Juan de Herrera frente a la calle Paul Guinard,40.43896,-3.72997,disponible,14,POINT (4501644.435409558 -415511.9577777162),1323.7878336071362
201,Zona verde C/ Fresnedillas,Principales parques y jardines municipales,FRESNEDILLAS,FUENCARRAL-EL PARDO,FUENTELARREINA,"Esta nueva zona verde está situada entre las calles Fresnedillas, Los Gavilanes y Gabriela Mistral en el Distrito Fuencarral-El Pardo. Se ha estructurado mediante caminos terminados en jabre (tipo de tierra), aprovechando las sendas creadas por el uso de los vecinos. Las diferencias de nivel existentes entre la calle Fresnedillas y el fondo de la vaguada y entre ésta y el carril bici se salvan con hileras de gaviones (muros de contención realizados con piedras retenidas con malla de alambre). Estos muros que suavizan las pendientes y evitan las escorrentías crean espacios, casi planos entre ellos, donde se han realizado las plantaciones. En la zona baja de la parcela se localiza un bosquete de fresnos, por donde en su día discurría el arroyo del Fresno. También se han plantado alineaciones arbóreas y arbustivas y parterres con plantas de temporada y aromáticas. El parque tiene instalado riego por goteo y se ha dotado la zona con alumbrado público. Cada área dispone de su mobiliario específico con bancos corridos sobre los gaviones y papeleras. Además se ha construido una red de saneamiento para evacuar las escorrentías que se produzcan al alcantarillado público. La zona al sureste del 'carril bici' está adecuada como zona deportiva, estructurando lo que ya existía: un solar con una superficie bastante regular que se utilizaba para la práctica informal de juegos deportivos. Se ha construido un estacionamiento en superficie por petición vecinal, con 18 plazas, que suple las que utilizaban los vecinos en una zona que ahora está ajardinada.",,40.47726387147517,-3.743002516228519,POINT (4505908.402877585 -416965.8212977283),Facultad Derecho,Avenida Complutense nº 23,40.45109,-3.72937,disponible,5,POINT (4502994.74083288 -415445.0243226733),3286.677646209092
